seed	vertices	directions	virtual_terminals	
35	90	L4	82	
35	90	L5	83	
35	100	L2	84	
35	100	L3	88	
35	100	L4	89	
35	100	L5	93	
36	10	L2	9	
36	10	L3	9	
36	10	L4	9	
36	10	L5	9	
36	20	L2	15	
36	20	L3	15	
36	20	L4	15	
36	20	L5	16	
36	30	L2	26	
36	30	L3	28	
36	30	L4	28	
36	30	L5	27	
36	40	L2	35	
36	40	L3	37	
36	40	L4	37	
36	40	L5	38	
36	50	L2	44	
36	50	L3	46	
36	50	L4	45	
36	50	L5	46	
36	60	L2	49	
36	60	L3	52	
36	60	L4	53	
36	60	L5	56	
36	70	L2	56	
36	70	L3	57	
36	70	L4	61	
36	70	L5	60	
36	80	L2	72	
36	80	L3	72	
36	80	L4	74	
36	80	L5	77	
36	90	L2	78	
36	90	L3	81	
36	90	L4	82	
36	90	L5	84	
36	100	L2	78	
36	100	L3	81	
36	100	L4	84	
36	100	L5	88	
37	10	L2	9	
37	10	L3	9	
37	10	L4	9	
37	10	L5	9	
37	20	L2	19	
37	20	L3	18	
37	20	L4	19	
37	20	L5	19	
37	30	L2	26	
37	30	L3	26	
37	30	L4	26	
37	30	L5	27	
37	40	L2	33	
37	40	L3	36	
37	40	L4	36	
37	40	L5	36	
37	50	L2	42	
37	50	L3	44	
37	50	L4	46	
37	50	L5	46	
37	60	L2	54	
37	60	L3	55	
37	60	L4	55	
37	60	L5	55	
37	70	L2	58	
37	70	L3	57	
37	70	L4	62	
37	70	L5	60	
37	80	L2	67	
37	80	L3	71	
37	80	L4	70	
37	80	L5	71	
37	90	L2	68	
37	90	L3	69	
37	90	L4	73	
37	90	L5	75	
37	100	L2	84	
37	100	L3	87	
37	100	L4	90	
37	100	L5	90	
38	10	L2	10	
38	10	L3	10	
38	10	L4	10	
38	10	L5	10	
38	20	L2	18	
38	20	L3	20	
38	20	L4	19	
38	20	L5	20	
38	30	L2	22	
38	30	L3	23	
38	30	L4	23	
38	30	L5	25	
38	40	L2	31	
38	40	L3	32	
38	40	L4	34	
38	40	L5	35	
38	50	L2	44	
38	50	L3	45	
38	50	L4	49	
38	50	L5	46	
38	60	L2	52	
38	60	L3	55	
38	60	L4	58	
38	60	L5	59	
38	70	L2	63	
38	70	L3	65	
38	70	L4	65	
38	70	L5	69	
38	80	L2	75	
38	80	L3	77	
38	80	L4	78	
38	80	L5	79	
38	90	L2	77	
38	90	L3	82	
38	90	L4	84	
38	90	L5	83	
38	100	L2	85	
38	100	L3	89	
38	100	L4	92	
38	100	L5	94	
39	10	L2	10	
39	10	L3	10	
39	10	L4	10	
39	10	L5	10	
39	20	L2	14	
39	20	L3	14	
39	20	L4	14	
39	20	L5	15	
39	30	L2	25	
39	30	L3	25	
39	30	L4	25	
39	30	L5	27	
39	40	L2	32	
39	40	L3	32	
39	40	L4	33	
39	40	L5	34	
39	50	L2	40	
39	50	L3	41	
39	50	L4	41	
39	50	L5	44	
39	60	L2	49	
39	60	L3	49	
39	60	L4	51	
39	60	L5	55	
39	70	L2	57	
39	70	L3	62	
39	70	L4	61	
39	70	L5	60	
39	80	L2	65	
39	80	L3	69	
39	80	L4	67	
39	80	L5	73	
39	90	L2	76	
39	90	L3	80	
39	90	L4	79	
39	90	L5	83	
39	100	L2	76	
39	100	L3	80	
39	100	L4	79	
39	100	L5	89	
40	10	L2	7	
40	10	L3	7	
40	10	L4	8	
40	10	L5	9	
40	20	L2	16	
40	20	L3	16	
40	20	L4	17	
40	20	L5	17	
40	30	L2	27	
40	30	L3	28	
40	30	L4	28	
40	30	L5	28	
40	40	L2	35	
40	40	L3	36	
40	40	L4	37	
40	40	L5	37	
40	50	L2	45	
40	50	L3	45	
40	50	L4	48	
40	50	L5	48	
40	60	L2	47	
40	60	L3	49	
40	60	L4	51	
40	60	L5	53	
40	70	L2	61	
40	70	L3	63	
40	70	L4	66	
40	70	L5	66	
40	80	L2	68	
40	80	L3	70	
40	80	L4	71	
40	80	L5	73	
40	90	L2	83	
40	90	L3	83	
40	90	L4	84	
40	90	L5	86	
40	100	L2	83	
40	100	L3	84	
40	100	L4	86	
40	100	L5	88	
41	10	L2	10	
41	10	L3	10	
41	10	L4	10	
41	10	L5	10	
41	20	L2	14	
41	20	L3	15	
41	20	L4	15	
41	20	L5	16	
41	30	L2	27	
41	30	L3	29	
41	30	L4	29	
41	30	L5	29	
41	40	L2	36	
41	40	L3	37	
41	40	L4	38	
41	40	L5	40	
41	50	L2	43	
41	50	L3	45	
41	50	L4	49	
41	50	L5	47	
41	60	L2	50	
41	60	L3	54	
41	60	L4	54	
41	60	L5	54	
41	70	L2	65	
41	70	L3	67	
41	70	L4	68	
41	70	L5	67	
41	80	L2	68	
41	80	L3	69	
41	80	L4	69	
41	80	L5	73	
41	90	L2	74	
41	90	L3	75	
41	90	L4	80	
41	90	L5	80	
41	100	L2	80	
41	100	L3	86	
41	100	L4	90	
41	100	L5	91	
42	10	L2	8	
42	10	L3	9	
42	10	L4	9	
42	10	L5	10	
42	20	L2	14	
42	20	L3	15	
42	20	L4	16	
42	20	L5	17	
42	30	L2	24	
42	30	L3	25	
42	30	L4	27	
42	30	L5	27	
42	40	L2	32	
42	40	L3	37	
42	40	L4	35	
42	40	L5	35	
42	50	L2	44	
42	50	L3	46	
42	50	L4	46	
42	50	L5	48	
42	60	L2	45	
42	60	L3	50	
42	60	L4	49	
42	60	L5	51	
42	70	L2	59	
42	70	L3	60	
42	70	L4	62	
42	70	L5	63	
42	80	L2	66	
42	80	L3	69	
42	80	L4	70	
42	80	L5	71	
42	90	L2	77	
42	90	L3	78	
42	90	L4	81	
42	90	L5	83	
42	100	L2	83	
42	100	L3	88	
42	100	L4	87	
42	100	L5	90	
43	10	L2	7	
43	10	L3	8	
43	10	L4	9	
43	10	L5	10	
43	20	L2	16	
43	20	L3	16	
43	20	L4	18	
43	20	L5	18	
43	30	L2	25	
43	30	L3	26	
43	30	L4	26	
43	30	L5	27	
43	40	L2	36	
43	40	L3	37	
43	40	L4	37	
43	40	L5	39	
43	50	L2	41	
43	50	L3	43	
43	50	L4	46	
43	50	L5	43	
43	60	L2	51	
43	60	L3	54	
43	60	L4	56	
43	60	L5	56	
43	70	L2	54	
43	70	L3	59	
43	70	L4	57	
43	70	L5	61	
43	80	L2	71	
43	80	L3	72	
43	80	L4	73	
43	80	L5	74	
43	90	L2	76	
43	90	L3	78	
43	90	L4	80	
43	90	L5	80	
43	100	L2	81	
43	100	L3	86	
43	100	L4	92	
43	100	L5	92	
44	10	L2	9	
44	10	L3	9	
44	10	L4	9	
44	10	L5	9	
44	20	L2	19	
44	20	L3	19	
44	20	L4	20	
44	20	L5	20	
44	30	L2	26	
44	30	L3	26	
44	30	L4	26	
44	30	L5	26	
44	40	L2	36	
44	40	L3	36	
44	40	L4	37	
44	40	L5	37	
44	50	L2	44	
44	50	L3	45	
44	50	L4	45	
44	50	L5	46	
44	60	L2	48	
44	60	L3	52	
44	60	L4	51	
44	60	L5	54	
44	70	L2	55	
44	70	L3	57	
44	70	L4	61	
44	70	L5	61	
44	80	L2	66	
44	80	L3	66	
44	80	L4	70	
44	80	L5	73	
44	90	L2	79	
44	90	L3	81	
44	90	L4	82	
44	90	L5	83	
44	100	L2	88	
44	100	L3	92	
44	100	L4	93	
44	100	L5	95	
45	10	L2	6	
45	10	L3	6	
45	10	L4	6	
45	10	L5	6	
45	20	L2	19	
45	20	L3	19	
45	20	L4	20	
45	20	L5	20	
45	30	L2	24	
45	30	L3	26	
45	30	L4	27	
45	30	L5	27	
45	40	L2	37	
45	40	L3	38	
45	40	L4	38	
45	40	L5	38	
45	50	L2	44	
45	50	L3	46	
45	50	L4	48	
45	50	L5	49	
45	60	L2	53	
45	60	L3	56	
45	60	L4	56	
45	60	L5	57	
45	70	L2	59	
45	70	L3	64	
45	70	L4	66	
45	70	L5	67	
45	80	L2	66	
45	80	L3	67	
45	80	L4	71	
45	80	L5	72	
45	90	L2	72	
45	90	L3	78	
45	90	L4	81	
45	90	L5	83	
45	100	L2	83	
45	100	L3	89	
45	100	L4	89	
45	100	L5	90	
46	10	L2	8	
46	10	L3	9	
46	10	L4	10	
46	10	L5	10	
46	20	L2	19	
46	20	L3	19	
46	20	L4	20	
46	20	L5	19	
46	30	L2	25	
46	30	L3	25	
46	30	L4	28	
46	30	L5	27	
46	40	L2	35	
46	40	L3	37	
46	40	L4	36	
46	40	L5	38	
46	50	L2	44	
46	50	L3	43	
46	50	L4	45	
46	50	L5	44	
46	60	L2	54	
46	60	L3	57	
46	60	L4	58	
46	60	L5	57	
46	70	L2	60	
46	70	L3	65	
46	70	L4	66	
46	70	L5	66	
46	80	L2	67	
46	80	L3	69	
46	80	L4	72	
46	80	L5	74	
46	90	L2	75	
46	90	L3	79	
46	90	L4	81	
46	90	L5	84	
46	100	L2	86	
46	100	L3	89	
46	100	L4	91	
46	100	L5	93	
47	10	L2	8	
47	10	L3	8	
47	10	L4	8	
47	10	L5	8	
47	20	L2	18	
47	20	L3	18	
47	20	L4	20	
47	20	L5	19	
47	30	L2	20	
47	30	L3	24	
47	30	L4	25	
47	30	L5	26	
47	40	L2	35	
47	40	L3	37	
47	40	L4	38	
47	40	L5	39	
47	50	L2	40	
47	50	L3	45	
47	50	L4	44	
47	50	L5	44	
47	60	L2	46	
47	60	L3	49	
47	60	L4	50	
47	60	L5	51	
47	70	L2	56	
47	70	L3	58	
47	70	L4	60	
47	70	L5	61	
47	80	L2	64	
47	80	L3	69	
47	80	L4	71	
47	80	L5	73	
47	90	L2	76	
47	90	L3	79	
47	90	L4	81	
47	90	L5	82	
47	100	L2	86	
47	100	L3	87	
47	100	L4	89	
47	100	L5	93	
48	10	L2	7	
48	10	L3	8	
48	10	L4	9	
48	10	L5	9	
48	20	L2	18	
48	20	L3	19	
48	20	L4	19	
48	20	L5	19	
48	30	L2	25	
48	30	L3	25	
48	30	L4	26	
48	30	L5	26	
48	40	L2	32	
48	40	L3	35	
48	40	L4	36	
48	40	L5	35	
48	50	L2	44	
48	50	L3	46	
48	50	L4	47	
48	50	L5	49	
48	60	L2	52	
48	60	L3	53	
48	60	L4	52	
48	60	L5	55	
48	70	L2	61	
48	70	L3	64	
48	70	L4	66	
48	70	L5	64	
48	80	L2	66	
48	80	L3	69	
48	80	L4	69	
48	80	L5	71	
48	90	L2	77	
48	90	L3	79	
48	90	L4	83	
48	90	L5	83	
48	100	L2	84	
48	100	L3	88	
48	100	L4	89	
48	100	L5	92	
49	10	L2	9	
49	10	L3	9	
49	10	L4	10	
49	10	L5	10	
49	20	L2	18	
49	20	L3	17	
49	20	L4	19	
49	20	L5	20	
49	30	L2	27	
49	30	L3	26	
49	30	L4	29	
49	30	L5	30	
49	40	L2	38	
49	40	L3	39	
49	40	L4	39	
49	40	L5	39	
49	50	L2	43	
49	50	L3	46	
49	50	L4	45	
49	50	L5	48	
49	60	L2	53	
49	60	L3	55	
49	60	L4	57	
49	60	L5	57	
49	70	L2	60	
49	70	L3	61	
49	70	L4	65	
49	70	L5	66	
49	80	L2	68	
49	80	L3	74	
49	80	L4	75	
49	80	L5	76	
49	90	L2	77	
49	90	L3	81	
49	90	L4	78	
49	90	L5	81	
49	100	L2	93	
49	100	L3	92	
49	100	L4	94	
49	100	L5	98	
50	10	L2	8	
50	10	L3	8	
50	10	L4	8	
50	10	L5	8	
50	20	L2	12	
50	20	L3	13	
50	20	L4	15	
50	20	L5	13	
50	30	L2	26	
50	30	L3	26	
50	30	L4	26	
50	30	L5	27	
50	40	L2	34	
50	40	L3	35	
50	40	L4	34	
50	40	L5	35	
50	50	L2	38	
50	50	L3	41	
50	50	L4	43	
50	50	L5	41	
50	60	L2	49	
50	60	L3	52	
50	60	L4	55	
50	60	L5	52	
50	70	L2	55	
50	70	L3	56	
50	70	L4	60	
50	70	L5	57	
50	80	L2	58	
50	80	L3	59	
50	80	L4	64	
50	80	L5	61	
50	90	L2	70	
50	90	L3	75	
50	90	L4	78	
50	90	L5	78	
50	100	L2	80	
50	100	L3	83	
50	100	L4	83	
50	100	L5	86	
51	10	L2	8	
51	10	L3	8	
51	10	L4	8	
51	10	L5	8	
51	20	L2	19	
51	20	L3	20	
51	20	L4	20	
51	20	L5	20	
51	30	L2	24	
51	30	L3	27	
51	30	L4	27	
51	30	L5	26	
51	40	L2	34	
51	40	L3	37	
51	40	L4	39	
51	40	L5	40	
51	50	L2	46	
51	50	L3	47	
51	50	L4	47	
51	50	L5	48	
51	60	L2	46	
51	60	L3	50	
51	60	L4	55	
51	60	L5	56	
51	70	L2	63	
51	70	L3	64	
51	70	L4	65	
51	70	L5	64	
51	80	L2	69	
51	80	L3	71	
51	80	L4	74	
51	80	L5	74	
51	90	L2	76	
51	90	L3	78	
51	90	L4	80	
51	90	L5	83	
51	100	L2	86	
51	100	L3	91	
51	100	L4	89	
51	100	L5	90	
52	10	L2	10	
52	10	L3	10	
52	10	L4	10	
52	10	L5	10	
52	20	L2	16	
52	20	L3	18	
52	20	L4	18	
52	20	L5	19	
52	30	L2	23	
52	30	L3	27	
52	30	L4	26	
52	30	L5	27	
52	40	L2	34	
52	40	L3	37	
52	40	L4	36	
52	40	L5	36	
52	50	L2	43	
52	50	L3	42	
52	50	L4	43	
52	50	L5	45	
52	60	L2	47	
52	60	L3	49	
52	60	L4	49	
52	60	L5	52	
52	70	L2	58	
52	70	L3	59	
52	70	L4	64	
52	70	L5	65	
52	80	L2	63	
52	80	L3	69	
52	80	L4	72	
52	80	L5	74	
52	90	L2	72	
52	90	L3	74	
52	90	L4	75	
52	90	L5	78	
52	100	L2	88	
52	100	L3	87	
52	100	L4	90	
52	100	L5	91	
53	10	L2	10	
53	10	L3	10	
53	10	L4	10	
53	10	L5	10	
53	20	L2	18	
53	20	L3	18	
53	20	L4	19	
53	20	L5	19	
53	30	L2	28	
53	30	L3	28	
53	30	L4	29	
53	30	L5	28	
53	40	L2	31	
53	40	L3	34	
53	40	L4	36	
53	40	L5	35	
53	50	L2	45	
53	50	L3	47	
53	50	L4	48	
53	50	L5	48	
53	60	L2	47	
53	60	L3	47	
53	60	L4	51	
53	60	L5	51	
53	70	L2	57	
53	70	L3	60	
53	70	L4	60	
53	70	L5	61	
53	80	L2	65	
53	80	L3	67	
53	80	L4	70	
53	80	L5	70	
53	90	L2	72	
53	90	L3	76	
53	90	L4	77	
53	90	L5	79	
53	100	L2	88	
53	100	L3	88	
53	100	L4	91	
53	100	L5	92	
54	10	L2	6	
54	10	L3	5	
54	10	L4	7	
54	10	L5	8	
54	20	L2	13	
54	20	L3	14	
54	20	L4	14	
54	20	L5	15	
54	30	L2	25	
54	30	L3	25	
54	30	L4	27	
54	30	L5	27	
54	40	L2	33	
54	40	L3	34	
54	40	L4	34	
54	40	L5	34	
54	50	L2	46	
54	50	L3	45	
54	50	L4	48	
54	50	L5	45	
54	60	L2	52	
54	60	L3	51	
54	60	L4	54	
54	60	L5	57	
54	70	L2	60	
54	70	L3	56	
54	70	L4	61	
54	70	L5	59	
54	80	L2	70	
54	80	L3	68	
54	80	L4	73	
54	80	L5	72	
54	90	L2	78	
54	90	L3	77	
54	90	L4	80	
54	90	L5	78	
54	100	L2	90	
54	100	L3	87	
54	100	L4	92	
54	100	L5	90	
55	10	L2	10	
55	10	L3	10	
55	10	L4	10	
55	10	L5	10	
55	20	L2	19	
55	20	L3	20	
55	20	L4	20	
55	20	L5	20	
55	30	L2	20	
55	30	L3	24	
55	30	L4	21	
55	30	L5	27	
55	40	L2	34	
55	40	L3	34	
55	40	L4	36	
55	40	L5	37	
55	50	L2	41	
55	50	L3	44	
55	50	L4	44	
55	50	L5	48	
55	60	L2	49	
55	60	L3	51	
55	60	L4	52	
55	60	L5	56	
55	70	L2	60	
55	70	L3	60	
55	70	L4	63	
55	70	L5	64	
55	80	L2	71	
55	80	L3	74	
55	80	L4	74	
55	80	L5	76	
55	90	L2	73	
55	90	L3	75	
55	90	L4	75	
55	90	L5	77	
55	100	L2	79	
55	100	L3	88	
55	100	L4	89	
55	100	L5	93	
56	10	L2	8	
56	10	L3	8	
56	10	L4	10	
56	10	L5	9	
56	20	L2	19	
56	20	L3	20	
56	20	L4	20	
56	20	L5	20	
56	30	L2	26	
56	30	L3	27	
56	30	L4	28	
56	30	L5	28	
56	40	L2	32	
56	40	L3	34	
56	40	L4	35	
56	40	L5	35	
56	50	L2	41	
56	50	L3	44	
56	50	L4	48	
56	50	L5	49	
56	60	L2	54	
56	60	L3	55	
56	60	L4	56	
56	60	L5	57	
56	70	L2	57	
56	70	L3	61	
56	70	L4	62	
56	70	L5	63	
56	80	L2	69	
56	80	L3	75	
56	80	L4	75	
56	80	L5	77	
56	90	L2	81	
56	90	L3	81	
56	90	L4	83	
56	90	L5	85	
56	100	L2	90	
56	100	L3	90	
56	100	L4	94	
56	100	L5	96	
57	10	L2	9	
57	10	L3	10	
57	10	L4	10	
57	10	L5	10	
57	20	L2	16	
57	20	L3	18	
57	20	L4	17	
57	20	L5	19	
57	30	L2	23	
57	30	L3	26	
57	30	L4	28	
57	30	L5	27	
57	40	L2	34	
57	40	L3	35	
57	40	L4	36	
57	40	L5	37	
57	50	L2	40	
57	50	L3	42	
57	50	L4	43	
57	50	L5	42	
57	60	L2	54	
57	60	L3	56	
57	60	L4	56	
57	60	L5	57	
57	70	L2	61	
57	70	L3	63	
57	70	L4	66	
57	70	L5	69	
57	80	L2	68	
57	80	L3	70	
57	80	L4	75	
57	80	L5	75	
57	90	L2	74	
57	90	L3	78	
57	90	L4	79	
57	90	L5	77	
57	100	L2	77	
57	100	L3	83	
57	100	L4	86	
57	100	L5	86	
58	10	L2	8	
58	10	L3	9	
58	10	L4	9	
58	10	L5	9	
58	20	L2	18	
58	20	L3	18	
58	20	L4	19	
58	20	L5	19	
58	30	L2	25	
58	30	L3	26	
58	30	L4	27	
58	30	L5	28	
58	40	L2	34	
58	40	L3	34	
58	40	L4	36	
58	40	L5	36	
58	50	L2	42	
58	50	L3	41	
58	50	L4	45	
58	50	L5	46	
58	60	L2	51	
58	60	L3	52	
58	60	L4	53	
58	60	L5	55	
58	70	L2	53	
58	70	L3	59	
58	70	L4	60	
58	70	L5	62	
58	80	L2	62	
58	80	L3	67	
58	80	L4	70	
58	80	L5	69	
58	90	L2	76	
58	90	L3	78	
58	90	L4	82	
58	90	L5	81	
58	100	L2	87	
58	100	L3	88	
58	100	L4	90	
58	100	L5	90	
59	10	L2	8	
59	10	L3	8	
59	10	L4	8	
59	10	L5	8	
59	20	L2	18	
59	20	L3	18	
59	20	L4	18	
59	20	L5	18	
59	30	L2	26	
59	30	L3	27	
59	30	L4	28	
59	30	L5	27	
59	40	L2	36	
59	40	L3	38	
59	40	L4	38	
59	40	L5	38	
59	50	L2	42	
59	50	L3	42	
59	50	L4	42	
59	50	L5	43	
59	60	L2	47	
59	60	L3	49	
59	60	L4	50	
59	60	L5	51	
59	70	L2	63	
59	70	L3	65	
59	70	L4	65	
59	70	L5	66	
59	80	L2	67	
59	80	L3	70	
59	80	L4	70	
59	80	L5	71	
59	90	L2	78	
59	90	L3	78	
59	90	L4	81	
59	90	L5	81	
59	100	L2	87	
59	100	L3	92	
59	100	L4	91	
59	100	L5	93	
60	10	L2	8	
60	10	L3	8	
60	10	L4	9	
60	10	L5	9	
60	20	L2	18	
60	20	L3	18	
60	20	L4	19	
60	20	L5	18	
60	30	L2	23	
60	30	L3	24	
60	30	L4	26	
60	30	L5	25	
60	40	L2	30	
60	40	L3	32	
60	40	L4	32	
60	40	L5	34	
60	50	L2	39	
60	50	L3	42	
60	50	L4	46	
60	50	L5	44	
60	60	L2	47	
60	60	L3	55	
60	60	L4	55	
60	60	L5	57	
60	70	L2	57	
60	70	L3	61	
60	70	L4	61	
60	70	L5	64	
60	80	L2	70	
60	80	L3	74	
60	80	L4	75	
60	80	L5	75	
60	90	L2	76	
60	90	L3	79	
60	90	L4	82	
60	90	L5	82	
60	100	L2	84	
60	100	L3	88	
60	100	L4	93	
60	100	L5	95	
61	10	L2	8	
61	10	L3	9	
61	10	L4	9	
61	10	L5	9	
61	20	L2	19	
61	20	L3	19	
61	20	L4	19	
61	20	L5	19	
61	30	L2	24	
61	30	L3	26	
61	30	L4	27	
61	30	L5	28	
61	40	L2	35	
61	40	L3	35	
61	40	L4	36	
61	40	L5	39	
61	50	L2	41	
61	50	L3	45	
61	50	L4	45	
61	50	L5	47	
61	60	L2	46	
61	60	L3	52	
61	60	L4	51	
61	60	L5	53	
61	70	L2	61	
61	70	L3	63	
61	70	L4	65	
61	70	L5	65	
61	80	L2	69	
61	80	L3	68	
61	80	L4	71	
61	80	L5	70	
61	90	L2	71	
61	90	L3	73	
61	90	L4	75	
61	90	L5	77	
61	100	L2	91	
61	100	L3	92	
61	100	L4	94	
61	100	L5	93	
62	10	L2	9	
62	10	L3	8	
62	10	L4	9	
62	10	L5	9	
62	20	L2	18	
62	20	L3	20	
62	20	L4	20	
62	20	L5	20	
62	30	L2	24	
62	30	L3	24	
62	30	L4	26	
62	30	L5	28	
62	40	L2	33	
62	40	L3	34	
62	40	L4	34	
62	40	L5	38	
62	50	L2	44	
62	50	L3	44	
62	50	L4	46	
62	50	L5	47	
62	60	L2	50	
62	60	L3	54	
62	60	L4	56	
62	60	L5	55	
62	70	L2	61	
62	70	L3	65	
62	70	L4	65	
62	70	L5	67	
62	80	L2	66	
62	80	L3	66	
62	80	L4	68	
62	80	L5	68	
62	90	L2	75	
62	90	L3	80	
62	90	L4	80	
62	90	L5	86	
62	100	L2	74	
62	100	L3	78	
62	100	L4	84	
62	100	L5	83	
63	10	L2	8	
63	10	L3	9	
63	10	L4	8	
63	10	L5	8	
63	20	L2	18	
63	20	L3	18	
63	20	L4	19	
63	20	L5	19	
63	30	L2	26	
63	30	L3	26	
63	30	L4	27	
63	30	L5	26	
63	40	L2	35	
63	40	L3	37	
63	40	L4	35	
63	40	L5	37	
63	50	L2	41	
63	50	L3	42	
63	50	L4	45	
63	50	L5	45	
63	60	L2	51	
63	60	L3	52	
63	60	L4	54	
63	60	L5	55	
63	70	L2	62	
63	70	L3	63	
63	70	L4	65	
63	70	L5	65	
63	80	L2	71	
63	80	L3	72	
63	80	L4	74	
63	80	L5	74	
63	90	L2	79	
63	90	L3	82	
63	90	L4	82	
63	90	L5	82	
63	100	L2	84	
63	100	L3	85	
63	100	L4	86	
63	100	L5	87	
64	10	L2	9	
64	10	L3	9	
64	10	L4	9	
64	10	L5	10	
64	20	L2	18	
64	20	L3	19	
64	20	L4	19	
64	20	L5	18	
64	30	L2	26	
64	30	L3	28	
64	30	L4	29	
64	30	L5	30	
64	40	L2	31	
64	40	L3	32	
64	40	L4	33	
64	40	L5	37	
64	50	L2	45	
64	50	L3	46	
64	50	L4	47	
64	50	L5	48	
64	60	L2	54	
64	60	L3	54	
64	60	L4	56	
64	60	L5	58	
64	70	L2	62	
64	70	L3	61	
64	70	L4	65	
64	70	L5	64	
64	80	L2	69	
64	80	L3	71	
64	80	L4	73	
64	80	L5	75	
64	90	L2	77	
64	90	L3	80	
64	90	L4	82	
64	90	L5	85	
64	100	L2	88	
64	100	L3	90	
64	100	L4	92	
64	100	L5	95	
65	10	L2	8	
65	10	L3	8	
65	10	L4	8	
65	10	L5	9	
65	20	L2	17	
65	20	L3	19	
65	20	L4	19	
65	20	L5	18	
65	30	L2	24	
65	30	L3	24	
65	30	L4	26	
65	30	L5	25	
65	40	L2	33	
65	40	L3	33	
65	40	L4	34	
65	40	L5	35	
65	50	L2	43	
65	50	L3	43	
65	50	L4	45	
65	50	L5	46	
65	60	L2	49	
65	60	L3	53	
65	60	L4	53	
65	60	L5	52	
65	70	L2	57	
65	70	L3	62	
65	70	L4	61	
65	70	L5	65	
65	80	L2	65	
65	80	L3	72	
65	80	L4	69	
65	80	L5	73	
65	90	L2	79	
65	90	L3	77	
65	90	L4	82	
65	90	L5	82	
65	100	L2	79	
65	100	L3	82	
65	100	L4	82	
65	100	L5	83	
66	10	L2	8	
66	10	L3	8	
66	10	L4	8	
66	10	L5	9	
66	20	L2	16	
66	20	L3	16	
66	20	L4	16	
66	20	L5	16	
66	30	L2	23	
66	30	L3	25	
66	30	L4	26	
66	30	L5	29	
66	40	L2	34	
66	40	L3	37	
66	40	L4	36	
66	40	L5	38	
66	50	L2	38	
66	50	L3	42	
66	50	L4	44	
66	50	L5	45	
66	60	L2	52	
66	60	L3	53	
66	60	L4	55	
66	60	L5	59	
66	70	L2	61	
66	70	L3	64	
66	70	L4	65	
66	70	L5	65	
66	80	L2	61	
66	80	L3	61	
66	80	L4	69	
66	80	L5	69	
66	90	L2	81	
66	90	L3	81	
66	90	L4	85	
66	90	L5	84	
66	100	L2	81	
66	100	L3	83	
66	100	L4	87	
66	100	L5	87	
67	10	L2	9	
67	10	L3	9	
67	10	L4	9	
67	10	L5	10	
67	20	L2	17	
67	20	L3	18	
67	20	L4	19	
67	20	L5	19	
67	30	L2	24	
67	30	L3	26	
67	30	L4	26	
67	30	L5	26	
67	40	L2	33	
67	40	L3	33	
67	40	L4	36	
67	40	L5	36	
67	50	L2	36	
67	50	L3	42	
67	50	L4	42	
67	50	L5	43	
67	60	L2	52	
67	60	L3	54	
67	60	L4	55	
67	60	L5	53	
67	70	L2	60	
67	70	L3	60	
67	70	L4	64	
67	70	L5	66	
67	80	L2	65	
67	80	L3	66	
67	80	L4	69	
67	80	L5	69	
67	90	L2	76	
67	90	L3	79	
67	90	L4	83	
67	90	L5	85	
67	100	L2	80	
67	100	L3	86	
67	100	L4	89	
67	100	L5	91	
68	10	L2	8	
68	10	L3	9	
68	10	L4	9	
68	10	L5	9	
68	20	L2	17	
68	20	L3	18	
68	20	L4	18	
68	20	L5	20	
68	30	L2	26	
68	30	L3	27	
68	30	L4	27	
68	30	L5	28	
68	40	L2	35	
68	40	L3	36	
68	40	L4	37	
68	40	L5	39	
68	50	L2	44	
68	50	L3	47	
68	50	L4	47	
68	50	L5	47	
68	60	L2	53	
68	60	L3	53	
68	60	L4	56	
68	60	L5	58	
68	70	L2	61	
68	70	L3	63	
68	70	L4	64	
68	70	L5	64	
68	80	L2	66	
68	80	L3	68	
68	80	L4	72	
68	80	L5	68	
68	90	L2	78	
68	90	L3	79	
68	90	L4	81	
68	90	L5	83	
68	100	L2	78	
68	100	L3	81	
68	100	L4	86	
68	100	L5	89	
69	10	L2	9	
69	10	L3	9	
69	10	L4	9	
69	10	L5	9	
69	20	L2	19	
69	20	L3	19	
69	20	L4	19	
69	20	L5	19	
69	30	L2	24	
69	30	L3	25	
69	30	L4	26	
69	30	L5	26	
69	40	L2	31	
69	40	L3	34	
69	40	L4	35	
69	40	L5	35	
69	50	L2	44	
69	50	L3	46	
69	50	L4	47	
69	50	L5	48	
69	60	L2	55	
69	60	L3	55	
69	60	L4	56	
69	60	L5	57	
69	70	L2	64	
69	70	L3	63	
69	70	L4	66	
69	70	L5	66	
69	80	L2	67	
69	80	L3	69	
69	80	L4	71	
69	80	L5	74	
69	90	L2	79	
69	90	L3	79	
69	90	L4	85	
69	90	L5	84	
69	100	L2	91	
69	100	L3	93	
69	100	L4	95	
69	100	L5	96	
70	10	L2	6	
70	10	L3	7	
70	10	L4	8	
70	10	L5	7	
70	20	L2	13	
70	20	L3	14	
70	20	L4	16	
70	20	L5	17	
70	30	L2	22	
70	30	L3	25	
70	30	L4	25	
70	30	L5	27	
70	40	L2	36	
70	40	L3	38	
70	40	L4	38	
70	40	L5	37	
70	50	L2	41	
70	50	L3	43	
70	50	L4	44	
70	50	L5	45	
70	60	L2	53	
70	60	L3	53	
70	60	L4	54	
70	60	L5	54	
70	70	L2	59	
70	70	L3	59	
70	70	L4	63	
70	70	L5	66	
70	80	L2	67	
70	80	L3	73	
70	80	L4	74	
70	80	L5	74	
